Company,Date,Time,Vehicle 1 Year,Vehicle Make,Vehicle Model,Address,City,County,Zip Code,Vehicle 1 Status,Vehicle 2 Status,Vehicles Involved,Describe Veh Damage,Mode,Weather,Lighting,Roadway Surface,Roadway Condition,Mov Proceed Col Veh 1,Mov Proceed Col Veh 2,Collision Type,Vehicle type,Location,Fault,Number of injuries,Injuries,Description,Damaged Area,Latitude,Longitude,Census Tract Code,Census Block Code,Census Block Group,Median Age,Population,White,Black,Asian,Hispanic,Other,Median Income
B,8/24/23,4:39 PM,2021,Jaguar,I-Pace,Michigan Avenue at Euclid Street,Santa Monica,Los Angeles,90404,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Slowing/Stopping,Other,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"On August 24, 2023 at 4:39 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Santa Monica, California was in a collision involving a passenger car on Michigan Avenue at Euclid Street.  The Waymo AV was traversing a roundabout at the intersection of Michigan Avenue at Euclid Street when it slowed to a stop for other vehicles approaching and in the roundabout. The front of the passenger car that was in the roundabout behind the Waymo AV made contact with the rear of the Waymo AV. Both vehicles sustained damage.",9,34.017624,-118.479997,701802,2005,2,,,,,,,0,
B,9/3/23,12:25 PM,2021,Jaguar,I-Pace,East 8th Street and South Main Street,Los Angeles,Los Angeles,90014,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Side Swipe,Compact Car,Street,Vehicle 2,0,None,"On September 3, 2023 at 12:25 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in Los Angeles, California was in a collision involving a passenger car on East 8th Street and South Main Street. The Waymo AV was parked on the right side of East 8th Street when a passenger car approached from the left and made contact with the left side mirror of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage.",2,34.042733,-118.253184,207303,2003,2,,,,,,,0,
Apollo,9/6/23,12:25 PM,2017,Lincoln,MKZ,2037 Rivera Street,San Francisco,San Francisco,94116,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Xing into opposing lane,Stopped,Side Swipe,Mid-Sized Car,Street,Vehicle 2,0,None,An Apollo autonomous vehicle (“AV”) was traveling westbound on Rivera Street in San Francisco in autonomous mode and stopped for a double-parked vehicle near 31st Avenue. An Apollo safety operator disengaged the AV from autonomous mode into conventional mode with use of the steering wheel. Then the AV side-swiped the double-parked vehicle while in conventional mode. There were no injuries and emergency services were not needed. Both the AV and the second vehicle sustained minor damage.,14,37.746066,-122.488425,032901,3002,3,49.8,1218,242,0,937,24,15,144667
A,9/11/23,3:20 PM,2017,Toyota,Highlander,7th Street at Folsom Street,San Francisco,San Francisco,94103,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Truck/Bus,Intersection,Vehicle 2,0,None,"A Zoox vehicle in autonomy was slowing to a gradual stop on eastbound Folsom St. for a red light at 7th St. when it was rear-ended by vehicle 2 at approximately 10 mph. There was minor damage, no reported injuries, and police were not called.","6, 7",37.776745,-122.407842,017804,3005,3,,,,,,,0,
C,9/11/23,5:32 PM,2023,Cruise,AV,215 Bush St,San Francisco,San Francisco,94104,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Side Swipe,Truck/Bus,Intersection,Vehicle 2,0,None,"A Cruise autonomous vehicle (“Cruise AV”), operating in driverless autonomous mode, was traveling westbound on Market Street when it was rear-ended by a stopped vehicle at a traffic light at 3rd Street. The Cruise AV sustained minor damage and there were no reported injuries.","1, 2, 18",37.790998,-122.400914,011700,4001,4,41.5,752,303,49,210,102,88,113859
B,9/11/23,8:34 PM,2021,Jaguar,I-Pace,Sansome Street near Vallejo,San Francisco,San Francisco,94133,Stopped in Traffic,Moving,2,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Parked,Proceeding Straight,Side Swipe,Mid-Sized Car,Street,Vehicle 2,0,None,"On September 11, 2023 at 8:34 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving an SUV on Sansome Street near Vallejo Street. While the Waymo AV was pulled over in the right lane on northbound Sansome Street, an SUV that was passing the parked Waymo AV made contact with the rear driver’s side of the Waymo AV. At the time of the impact, the Waymo AV’s Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. Both vehicles sustained damage.",7,37.796726,-122.402022,061101,2009,2,51.1,1045,46,0,931,14,54,14943
Pony.ai,9/15/23,5:02 PM,2019,Lincoln,MKZ,Interstate 880 near exit 10,Milpitas,Alameda,95035,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Daylight,Dry,Loose Material on Roadway,Proceeding Straight,Stopped,Hit Object,Mid-Sized Car,Highway/Freeway,Vehicle 1,0,None,"On September 15, 2023 a Pony.ai autonomous vehicle (AV) collided with road debris while operating in supervised autonomous (Drivered) mode northbound on the 880 freeway, preparing to enter the Dixon Landing exit. Immediately prior to the incident, the safety driver noticed a flat item was in the center part of the lane. The driver disengaged from autonomous mode and attempted to dodge the debris. However, the debris struck the rear bumper slightly damaging it. Following the collision, the safety operator promptly drove the AV to Pony.ai's Fremont office. There were no injuries reported, and the police were not called.",9,37.432575,-121.899768,504413,1019,1,44.2,2099,282,9,1549,160,82,119107
C,9/25/23,9:37 AM,2020,Cruise,AV,382 25th Ave,San Francisco,San Francisco,94121,Moving,Parked,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Parked,Side Swipe,Mid-Sized Car,Street,Vehicle 1,0,None,"A Cruise autonomous vehicle (AV), operating in manual mode, was traveling northbound on 25th Avenue between California Street and Clement Street. The AV operator improperly engaged from manual into autonomous mode while the AV was in motion, temporarily causing the AV to steer to the right. The AV operator then disengaged from autonomous mode into manual mode, and shortly thereafter, the AV made contact with an unoccupied and parked red Chrysler Voyager. This caused damage to the AV’s front passenger side bumper fascia. The AV operator left contact information for the other party and there were no reported injuries.","15, 16",37.782275,-122.484718,042700,1005,1,50.2,1244,524,139,367,195,19,125065
Apple,9/26/23,11:33 AM,2017,Lexus,RX 450h,I-80 Westbound,Emeryville,Alameda,94608,Stopped in Traffic,Moving,2,Major,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Slowing/Stopping,Rear End,Truck/Bus,Highway/Freeway,Vehicle 2,0,None,A Lexus RX 450h in autonomous mode was rear-ended by a Chevrolet Silverado while stopped in traffic on I-80 Westbound.,"7, 8, 9",37.836838,-122.29637,425102,2006,2,29.7,601,114,172,241,43,26,141650
C,9/27/23,8:42 AM,2023,Cruise,AV,453 2nd St,San Francisco,San Francisco,94107,Moving,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,Proceeding Straight,Broadside,Mid-Sized Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (“AV”), operating in driverless autonomous mode, was traveling northbound on 2nd Street between Stillman Street and Bryant Street. As the AV was approaching the intersection with Stillman Street, a blue Model 3 Tesla exited out of a parking garage into the AV’s lane of travel. The AV braked and, shortly thereafter, the AV made contact with the Model 3 Tesla, damaging the AV’s front bumper fascia and front passenger side wheel opening molding. The driver of the Model 3 Tesla left the scene without exchanging information. There were no reported injuries. The driver of the Model 3 Tesla later reported damages.","15, 16",37.783671,-122.394154,061504,1001,1,27,858,257,6,437,67,91,0
WeRide,9/28/23,1:54 PM,2023,Nissan,Leaf,Embarcadero St to Howard St,San Francisco,San Francisco,94105,Stopped in Traffic,Stopped in Traffic,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Making Left Turn,Proceeding Straight,Rear End,Mid-Sized Car,Intersection,Vehicle 2,0,None,"At 1:54pm, a WeRide vehicle (Car 1) was stopped on Embarcadero St left turning lane to Howard St. As our vehicle (Car 1) was stopped for red traffic light, the toyota suv (Car 2) approaching from behind collided with our vehicle (Car 1). Both parties pulled over both involved vehicles and cooperated to exchange information. The damage sustained to the WeRide vehicle (Car 1) and toyota suv (Car 2) are minor.",8,37.787769,-122.388129,061506,1000,1,30.8,2251,815,0,1211,175,50,250001
Apple,9/29/23,2:58 PM,2017,Lexus,RX 450h,US 101S near Capitol Expressway,San Jose,Santa Clara,95121,Moving,Moving,1,Minor,Autonomous,Cloudy,Daylight,Dry,Other,Proceeding Straight,Proceeding Straight,Hit Object,Mid-Sized Car,Highway/Freeway,Vehicle 1,0,None,"On September 29th, a test vehicle operating with the automated driving system engaged was traveling Southbound on Highway 101 in San Jose when a nearby white Jeep Cherokee ran over a piece of lumber, which was projected onto the test vehicle. No injuries were reported and law enforcement was not called to the scene. The test vehicle sustained minor damage.",17,37.363138,-121.895996,500100,1000,1,52.2,503,48,23,101,259,66,0
B,9/30/23,9:00 PM,2021,Jaguar,I-Pace,US-101 Exit 429B at Bayshore Blvd,San Francisco,San Francisco,94124,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Stopped,Proceeding Straight,Rear End,Mid-Sized Car,Highway/Freeway,Vehicle 2,0,None,"On September 20th, 2023 at 9:00 PM PT a Waymo Autonomous Vehicle (“Waymo AV”) operating in San Francisco, California was in a collision involving a passenger car on US-101 exit ramp 429B at the intersection with Bayshore Boulevard. The Waymo AV was proceeding south on exit ramp 429B in the leftmost lane and entered the slip lane to proceed north on Bayshore Boulevard. As the Waymo AV came to a stop for a red light at the intersection with Bayshore Boulevard, the front of the passenger car which was following behind the Waymo AV made contact with the rear of the Waymo AV. The Waymo AV sustained damage. At the time of the impact, the Waymo AV’s Level 4 ADS was engaged in autonomous mode, and a test driver was present.",8,37.73123,-122.382857,023102,2004,2,,,,,,,0,
C,10/6/23,11:37 AM,2023,Cruise,AV,308 Scott St,San Francisco,San Francisco,94117,Stopped in Traffic,Moving,2,Minor,Autonomous,Clear,Daylight,Dry,No Unusual Conditions,Stopped,Backing,Broadside,Mid-Sized Car,Street,Vehicle 2,0,None,"A Cruise autonomous vehicle (AV), operating in driverless autonomous mode, was stopped for a passenger pick-up in the AV’s lane of travel on northbound Scott Street between Oak Street and Page Street. After picking up the passenger while the AV remained stopped, a white Mercedes-Benz Metris reversed out of a driveway and made contact with the AV, damaging the AV’s front driver side door and front driver side auxiliary mirror. The parties exchanged information and there were no reported injuries.",3,37.772619,-122.435466,016700,1001,1,33.5,1977,1397,209,142,202,12,198542
A,10/12/23,8:12 PM,2017,Toyota,Highlander,Jackson St between Montgomery/Sansome Sts,San Francisco,San Francisco,94133,Moving,Stopped in Traffic,2,Minor,Conventional,Clear,Dark - Street Lights,Dry,No Unusual Conditions,Proceeding Straight,Stopped,Side Swipe,Mid-Sized Car,Street,Vehicle 1,0,None,A Zoox vehicle was being driven in manual mode eastbound on Jackson street between Montgomery and Sansome Streets when contact was made with the left side mirror of a parked car. There was minor damage to the Zoox vehicle's sensor housing and passenger side mirror. There were no injuries and police were not called.,15,37.796626,-122.401853,061101,2009,2,,,,,,,0,
Apple,10/13/23,1:52 PM,2016,Lexus,RX 450h,I-880N near Brokaw Rd Exit,San Jose,Santa Clara,95131,Moving,Moving,1,Minor,Conventional,Cloudy,Daylight,Dry,Other,Proceeding Straight,Proceeding Straight,Hit Object,Mid-Sized Car,Highway/Freeway,Vehicle 1,0,None,"On October 13th, a test vehicle operating with the automated driving system engaged was traveling Northbound on Interstate 880 in San Jose. The safety driver disengaged just prior to running over a piece of sheet metal in the road. No injuries were reported and law enforcement was not called to the scene. The vehicle sustained minor damage.","8, 16, 19",37.388389,-121.886316,504322,2012,2,,,,,,,0,
Apollo,10/16/23,12:02 PM,2016,Lincoln,MKZ,1801 46th Avenue,San Francisco,San Francisco,94116,Moving,None,1,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Proceeding Straight,None,Hit Object,Mid-Sized Car,Street,Vehicle 1,0,None,"An Apollo autonomous vehicle (AV) was traveling westbound on Ortega Street in San Francisco in conventional mode with a safety operator driving. At the intersection with 46th Ave.,  the right front of the AV made contact with the curb and the AV traveled onto the curb. The safety operator was able to drive off the curb and back onto the street.  No other vehicles or property were involved. There were no injuries and the police were not called. The AV sustained minor damage to right wheel fender shield and the right lower bumper.","15, 16",37.752814,-122.505406,035201,1003,1,45.9,1076,367,10,623,0,76,118839
B,10/17/23,9:24 AM,2021,Jaguar,I-Pace,Market Street at Gough Street,San Francisco,San Francisco,94103,Moving,Moving,2,Minor,Conventional,Clear,Daylight,Dry,No Unusual Conditions,Making Right Turn,Entering Traffic,Broadside,Two-wheels,Street,Vehicle 1,0,None,"On October 17, 2023 at 9:24 AM PT a Waymo Autonomous Vehicle ('Waymo AV') operating in San Francisco, California was in a collision involving a cyclist on Market Street at Gough Street. The Waymo AV was in autonomous mode on eastbound Market Street preparing to make a right turn onto southbound Gough Street and had stopped to yield, first for pedestrians to cross Gough Street and then for a cyclist approaching from behind traveling eastbound on the sidewalk of Market Street. As the pedestrians finished crossing Gough Street but before the cyclist had reached Gough Street, the Waymo AV test driver took manual control of the Waymo AV and began to accelerate and perform the right turn onto Gough Street. After the Waymo AV entered the crosswalk, the cyclist entered the crosswalk and made contact with the passenger’s rear quarter panel of the Waymo AV. At the time of the impact, the Waymo AV's Level 4 ADS was not engaged and a test driver was operating the Waymo AV in manual mode. The Waymo AV sustained damage.",10,37.773151,-122.422229,016802,1010,1,,,,,,,0,
